RedFighter,BlueFighter,Date,RedHeight,RedWeight,RedReach,RedStance,RedDOB,RedSLpM,RedStr. Acc.,RedSApM,RedStr. Def.,RedTD Avg.,RedTD Acc.,RedTD Def.,RedSub. Avg.,RedWins,RedLosses,RedDraws,RedNoContests,BlueHeight,BlueWeight,BlueReach,BlueStance,BlueDOB,BlueSLpM,BlueStr. Acc.,BlueSApM,BlueStr. Def.,BlueTD Avg.,BlueTD Acc.,BlueTD Def.,BlueSub. Avg.,BlueWins,BlueLosses,BlueDraws,BlueNoContests,Result
John Teixeira,Hugo Viana,1340409600.0,67.0,145.0,nan,Orthodox,532656000.0,3.36,35.0,3.2,63.0,1.0,27.0,71.0,0.7,21,2,2,0,66.0,135.0,67.0,Orthodox,401846400.0,3.05,38.0,3.2,57.0,0.22,6.0,50.0,0.0,8,4,0,0,L
Thiago Perpetuo,Leonardo Mafra,1340409600.0,70.0,170.0,nan,Orthodox,566438400.0,5.39,69.0,3.51,51.0,2.82,50.0,66.0,0.0,9,4,1,0,70.0,155.0,70.0,Orthodox,609465600.0,4.55,48.0,4.38,43.0,2.12,83.0,69.0,0.4,13,4,0,0,W
Marcos Vinicius,Wagner Campos,1340409600.0,69.0,125.0,nan,Orthodox,313200000.0,1.93,49.0,2.91,47.0,0.0,0.0,25.0,0.5,23,11,1,0,66.0,145.0,nan,Southpaw,365385600.0,1.54,41.0,2.53,51.0,2.71,100.0,0.0,0.0,12,10,0,0,W
Felipe Arantes,Milton Vieira,1340409600.0,68.0,135.0,73.0,Orthodox,571363200.0,2.37,45.0,2.66,64.0,0.93,47.0,41.0,0.7,18,10,1,2,72.0,145.0,nan,Orthodox,276307200.0,1.13,35.0,2.36,48.0,2.67,53.0,12.0,0.7,13,8,2,0,D
Gray Maynard,Clay Guida,1340323200.0,69.0,155.0,70.0,Orthodox,295056000.0,1.92,32.0,2.64,66.0,2.91,47.0,81.0,0.7,13,7,1,1,67.0,155.0,70.0,Orthodox,376617600.0,2.63,33.0,3.0,61.0,3.1,35.0,66.0,0.6,38,22,0,0,W
Sam Stout,Spencer Fisher,1340323200.0,69.0,155.0,70.0,Orthodox,451526400.0,4.17,28.0,4.08,57.0,0.63,38.0,77.0,0.1,20,12,1,0,67.0,155.0,68.0,Southpaw,200448000.0,3.17,43.0,3.03,64.0,0.67,30.0,60.0,0.8,24,9,0,0,W
Brian Ebersole,TJ Waldburger,1340323200.0,72.0,170.0,73.0,Southpaw,344131200.0,2.32,49.0,2.14,56.0,1.7,23.0,61.0,0.1,51,18,1,1,71.0,170.0,75.0,Orthodox,577929600.0,2.02,51.0,2.39,40.0,3.03,46.0,40.0,4.8,16,9,0,0,W
Ross Pearson,Cub Swanson,1340323200.0,68.0,155.0,69.0,Orthodox,465004800.0,3.68,40.0,4.09,62.0,0.74,35.0,75.0,0.0,20,16,0,1,68.0,145.0,70.0,Orthodox,436579200.0,4.79,51.0,4.0,59.0,1.01,50.0,63.0,0.4,30,14,0,0,L
Hatsu Hioki,Ricardo Lamas,1340323200.0,71.0,145.0,73.0,Orthodox,427334400.0,2.42,42.0,2.12,65.0,2.55,56.0,54.0,0.6,29,10,2,0,68.0,145.0,71.0,Orthodox,390787200.0,3.13,47.0,2.87,57.0,1.84,33.0,46.0,0.9,20,8,0,0,L
Ramsey Nijem,CJ Keith,1340323200.0,71.0,155.0,75.0,Orthodox,575856000.0,3.05,44.0,1.62,62.0,5.32,62.0,55.0,1.1,9,6,0,0,72.0,155.0,nan,Orthodox,523929600.0,0.86,50.0,1.82,50.0,0.0,0.0,62.0,0.0,8,4,0,0,W
Rick Story,Brock Jardine,1340323200.0,69.0,170.0,71.0,Southpaw,462499200.0,3.8,41.0,2.17,62.0,2.53,48.0,63.0,0.9,19,9,0,0,71.0,170.0,nan,Orthodox,489801600.0,1.06,30.0,3.34,56.0,0.0,0.0,14.0,0.8,12,6,0,0,W
Steven Siler,Joey Gambino,1340323200.0,71.0,145.0,70.0,Orthodox,540345600.0,3.21,41.0,2.96,54.0,0.47,21.0,55.0,1.6,29,16,0,0,67.0,145.0,nan,Orthodox,593827200.0,2.47,35.0,2.53,51.0,0.0,0.0,42.0,0.8,9,2,0,0,W
Nick Catone,Chris Camozzi,1340323200.0,72.0,185.0,72.0,Southpaw,368150400.0,2.11,44.0,2.32,63.0,3.71,44.0,83.0,0.5,10,4,0,0,74.0,185.0,75.0,Orthodox,532828800.0,3.57,44.0,2.96,56.0,0.27,19.0,57.0,0.5,24,13,0,0,L
Matt Brown,Luis Ramos,1340323200.0,72.0,170.0,75.0,Orthodox,347932800.0,3.76,55.0,2.92,55.0,1.68,46.0,63.0,1.3,26,19,0,0,68.0,170.0,nan,Orthodox,348624000.0,2.4,35.0,5.6,42.0,1.5,20.0,100.0,0.0,20,10,2,0,W
Dan Miller,Ricardo Funch,1340323200.0,73.0,185.0,74.0,Orthodox,362707200.0,2.03,36.0,3.06,49.0,1.67,54.0,47.0,1.8,14,8,0,1,70.0,170.0,74.0,Southpaw,335059200.0,2.61,65.0,3.57,40.0,1.24,18.0,60.0,0.0,9,6,0,0,W
Ken Stone,Dustin Pague,1340323200.0,68.0,135.0,71.0,Southpaw,402883200.0,3.85,49.0,2.9,48.0,1.24,33.0,60.0,0.6,11,4,0,0,69.0,135.0,74.0,Orthodox,555120000.0,1.65,53.0,2.96,41.0,1.03,44.0,55.0,2.6,12,11,0,0,W
Demetrious Johnson,Ian McCall,1339113600.0,63.0,125.0,66.0,Orthodox,524275200.0,3.43,54.0,1.66,67.0,3.35,56.0,65.0,0.5,27,3,1,0,65.0,125.0,64.0,Orthodox,452736000.0,3.59,39.0,3.25,67.0,2.08,30.0,88.0,0.0,13,5,1,0,W
Erick Silva,Charlie Brenneman,1339113600.0,72.0,170.0,74.0,Orthodox,456624000.0,2.5,48.0,4.18,49.0,0.85,35.0,56.0,1.4,19,9,0,1,70.0,155.0,70.0,Orthodox,350524800.0,1.52,56.0,1.55,46.0,4.23,42.0,72.0,0.0,19,8,0,0,W
Mike Pyle,Josh Neer,1339113600.0,72.0,170.0,74.0,Orthodox,180230400.0,2.74,45.0,2.84,60.0,1.8,35.0,70.0,1.5,27,14,1,0,71.0,170.0,72.0,Orthodox,417312000.0,3.29,46.0,3.63,58.0,1.09,34.0,46.0,1.3,36,16,1,0,W
Eddie Wineland,Scott Jorgensen,1339113600.0,67.0,135.0,69.0,Orthodox,457056000.0,3.4,29.0,3.76,68.0,0.34,33.0,86.0,0.1,24,16,1,0,65.0,135.0,66.0,Orthodox,401068800.0,3.37,40.0,3.41,65.0,2.61,45.0,59.0,0.7,15,12,0,0,W
Mike Pierce,Carlos Eduardo Rocha,1339113600.0,68.0,170.0,71.0,Orthodox,336614400.0,2.62,42.0,2.36,62.0,3.08,42.0,71.0,0.2,17,7,0,0,70.0,170.0,73.0,Orthodox,363744000.0,1.24,34.0,1.85,55.0,0.0,0.0,52.0,1.4,9,4,0,0,W
Seth Baczynski,Lance Benoist,1339113600.0,75.0,170.0,75.0,Orthodox,372902400.0,3.08,31.0,3.14,51.0,0.89,16.0,48.0,0.8,20,14,0,0,71.0,170.0,72.0,Southpaw,588556800.0,3.68,51.0,2.7,56.0,1.5,33.0,61.0,0.0,7,2,0,0,W
Leonard Garcia,Matt Grice,1339113600.0,70.0,145.0,68.0,Orthodox,300758400.0,2.77,24.0,4.79,52.0,0.3,26.0,42.0,0.5,18,13,1,0,68.0,145.0,70.0,Orthodox,365212800.0,4.09,53.0,2.69,56.0,2.19,37.0,82.0,0.5,15,5,0,0,L
Dustin Pague,Jared Papazian,1339113600.0,69.0,135.0,74.0,Orthodox,555120000.0,1.65,53.0,2.96,41.0,1.03,44.0,55.0,2.6,12,11,0,0,68.0,135.0,67.0,Southpaw,570672000.0,3.33,39.0,3.81,44.0,0.0,0.0,50.0,0.0,20,13,0,1,W
Tim Means,Justin Salas,1339113600.0,74.0,170.0,75.0,Orthodox,446083200.0,5.04,49.0,3.65,60.0,1.14,40.0,64.0,0.2,33,17,1,1,68.0,155.0,70.0,Southpaw,384825600.0,3.42,43.0,2.96,68.0,2.43,20.0,0.0,0.0,12,7,0,0,W
Buddy Roberts,Caio Magalhaes,1339113600.0,74.0,185.0,nan,Orthodox,403660800.0,2.17,34.0,2.08,70.0,0.0,0.0,76.0,0.7,12,3,0,0,73.0,185.0,73.0,Orthodox,566438400.0,2.27,40.0,2.78,56.0,1.05,15.0,58.0,1.6,10,3,0,0,W
Henry Martinez,Bernardo Magalhaes,1339113600.0,67.0,155.0,69.0,Southpaw,429062400.0,2.79,25.0,4.01,60.0,0.0,0.0,80.0,0.0,9,4,0,0,69.0,155.0,nan,Orthodox,355536000.0,1.8,27.0,3.37,68.0,0.0,0.0,0.0,0.5,13,4,0,0,W
Jake Hecht,Sean Pierson,1339113600.0,72.0,170.0,73.0,Orthodox,445132800.0,3.26,47.0,2.76,56.0,2.04,37.0,40.0,0.0,11,4,0,0,72.0,170.0,76.0,Southpaw,195264000.0,3.84,39.0,3.73,64.0,0.39,18.0,66.0,0.4,14,6,0,0,L
Jake Ellenberger,Martin Kampmann,1338508800.0,69.0,170.0,71.0,Orthodox,480816000.0,2.47,39.0,2.83,60.0,2.04,47.0,86.0,0.4,31,15,0,0,72.0,170.0,72.0,Orthodox,387849600.0,3.22,42.0,3.28,62.0,1.86,41.0,78.0,2.0,20,7,0,0,L
Michael Chiesa,Al Iaquinta,1338508800.0,73.0,170.0,75.0,Southpaw,565833600.0,1.81,39.0,1.66,54.0,3.3,48.0,61.0,1.1,20,7,0,0,70.0,155.0,70.0,Orthodox,546739200.0,4.06,40.0,4.53,61.0,0.63,18.0,74.0,0.2,14,7,1,0,W
Jonathan Brookins,Charles Oliveira,1338508800.0,72.0,145.0,74.0,Southpaw,492739200.0,2.69,39.0,3.63,56.0,1.94,17.0,80.0,0.3,16,10,0,0,70.0,155.0,74.0,Orthodox,624585600.0,3.4,55.0,3.21,49.0,2.25,40.0,56.0,2.7,35,10,0,1,L
Max Holloway,Pat Schilling,1338508800.0,71.0,145.0,69.0,Orthodox,691804800.0,7.16,47.0,4.76,59.0,0.25,53.0,83.0,0.3,26,8,0,0,68.0,145.0,nan,Orthodox,588729600.0,1.87,26.0,8.24,52.0,0.0,0.0,0.0,0.0,5,2,0,0,W
Justin Lawrence,John Cofer,1338508800.0,68.0,145.0,67.0,Orthodox,642729600.0,3.84,35.0,2.83,67.0,0.72,28.0,73.0,0.0,10,4,0,0,69.0,155.0,nan,Southpaw,452044800.0,2.73,41.0,3.43,62.0,1.22,50.0,64.0,0.0,8,4,0,0,W
Daron Cruickshank,Chris Tickle,1338508800.0,68.0,155.0,72.0,Switch,487296000.0,2.88,38.0,2.98,57.0,2.04,41.0,60.0,0.2,18,10,0,1,69.0,155.0,nan,nan,381369600.0,1.07,40.0,1.13,43.0,1.0,25.0,20.0,2.0,9,9,0,0,W
Myles Jury,Chris Saunders,1338508800.0,70.0,145.0,73.0,Orthodox,594259200.0,2.94,42.0,2.16,66.0,2.16,55.0,50.0,0.3,17,4,0,0,68.0,155.0,nan,nan,510883200.0,1.48,22.0,2.96,75.0,3.7,100.0,0.0,0.0,16,8,0,0,W
Cristiano Marcello,Sam Sicilia,1338508800.0,69.0,155.0,72.0,Orthodox,249955200.0,2.56,33.0,3.61,58.0,0.44,11.0,20.0,0.9,13,6,0,0,68.0,145.0,67.0,Orthodox,507600000.0,2.46,33.0,3.55,59.0,1.45,43.0,70.0,0.9,15,8,0,0,L
Joe Proctor,Jeremy Larsen,1338508800.0,70.0,155.0,72.0,Orthodox,492480000.0,3.39,36.0,3.93,59.0,0.0,0.0,70.0,1.8,11,5,0,0,70.0,145.0,70.0,Orthodox,453686400.0,4.87,48.0,5.75,57.0,2.49,33.0,0.0,0.0,8,5,0,0,W
John Albert,Erik Perez,1338508800.0,68.0,135.0,68.0,Orthodox,529545600.0,3.05,49.0,2.82,35.0,0.0,0.0,50.0,6.1,6,5,0,0,68.0,135.0,68.0,Orthodox,627436800.0,3.16,40.0,2.09,66.0,3.16,55.0,69.0,0.2,17,6,0,0,L
Junior Dos Santos,Frank Mir,1337990400.0,76.0,238.0,77.0,Orthodox,444268800.0,4.49,47.0,3.33,56.0,0.3,50.0,81.0,0.1,21,9,0,0,75.0,264.0,79.0,Southpaw,296352000.0,2.18,47.0,3.84,38.0,2.02,40.0,54.0,2.0,18,11,0,0,W
Cain Velasquez,Antonio Silva,1337990400.0,73.0,240.0,77.0,Orthodox,396662400.0,6.37,57.0,2.33,57.0,5.13,45.0,85.0,0.4,14,3,0,0,76.0,264.0,82.0,Orthodox,306115200.0,2.89,45.0,3.09,50.0,0.82,29.0,66.0,0.8,19,12,1,0,W
Roy Nelson,Dave Herman,1337990400.0,72.0,263.0,73.0,Orthodox,204076800.0,2.18,36.0,4.79,46.0,1.14,27.0,65.0,0.1,22,14,0,0,76.0,242.0,77.0,Orthodox,465609600.0,4.98,60.0,3.78,48.0,1.49,100.0,58.0,0.0,22,6,0,0,W
Stipe Miocic,Shane del Rosario,1337990400.0,76.0,240.0,80.0,Orthodox,398563200.0,4.67,52.0,4.01,52.0,1.74,34.0,65.0,0.0,20,5,0,0,76.0,250.0,nan,Southpaw,433123200.0,3.93,60.0,2.97,54.0,1.2,40.0,16.0,2.4,11,2,0,0,W
Stefan Struve,Lavar Johnson,1337990400.0,83.0,265.0,84.0,Orthodox,572140800.0,3.12,47.0,4.04,46.0,0.56,46.0,55.0,1.7,33,13,0,0,76.0,240.0,82.0,Orthodox,234835200.0,5.39,55.0,2.54,55.0,0.61,66.0,54.0,0.6,18,10,0,0,W
Diego Brandao,Darren Elkins,1337990400.0,67.0,145.0,64.0,Orthodox,549072000.0,2.94,47.0,3.38,62.0,3.21,68.0,80.0,0.6,22,11,0,0,70.0,145.0,71.0,Orthodox,453513600.0,3.4,38.0,3.22,51.0,2.86,34.0,56.0,1.1,29,11,0,0,L
Edson Barboza,Jamie Varner,1337990400.0,71.0,145.0,75.0,Orthodox,506649600.0,4.11,44.0,4.65,56.0,0.45,50.0,72.0,0.1,24,12,0,0,68.0,155.0,71.0,Orthodox,466387200.0,2.92,34.0,2.55,58.0,3.49,53.0,66.0,0.8,21,11,1,2,L
Jason Miller,CB Dollaway,1337990400.0,73.0,185.0,nan,Orthodox,346464000.0,1.83,43.0,2.3,49.0,1.31,28.0,43.0,1.3,23,10,0,1,74.0,185.0,76.0,Orthodox,429321600.0,2.65,47.0,2.58,54.0,3.55,54.0,62.0,1.2,17,9,0,0,L
Dan Hardy,Duane Ludwig,1337990400.0,72.0,170.0,74.0,Orthodox,390441600.0,2.46,35.0,3.44,51.0,0.73,35.0,35.0,0.4,25,10,0,1,70.0,170.0,70.0,Orthodox,271036800.0,4.62,44.0,3.05,57.0,0.43,25.0,59.0,0.1,21,14,0,0,W
Jacob Volkmann,Paul Sass,1337990400.0,69.0,155.0,71.0,Southpaw,336960000.0,1.19,34.0,1.78,52.0,3.19,48.0,52.0,2.0,19,7,0,0,72.0,155.0,73.0,Orthodox,586656000.0,0.53,26.0,1.9,51.0,0.53,16.0,33.0,7.4,14,2,0,0,L
Kyle Kingsbury,Glover Teixeira,1337990400.0,76.0,205.0,79.0,Orthodox,385603200.0,2.97,40.0,3.81,51.0,2.64,41.0,52.0,0.0,11,6,0,1,74.0,205.0,76.0,Orthodox,309916800.0,3.73,49.0,4.43,51.0,2.11,33.0,60.0,0.9,33,9,0,0,L
Mike Brown,Daniel Pineda,1337990400.0,66.0,145.0,70.0,Orthodox,179366400.0,2.98,44.0,2.45,60.0,3.23,40.0,66.0,0.6,26,9,0,0,67.0,145.0,69.0,Orthodox,492134400.0,2.85,49.0,3.26,45.0,1.42,24.0,54.0,1.5,28,17,0,3,W
Amir Sadollah,Jorge Lopez,1337040000.0,70.0,170.0,75.0,Orthodox,336182400.0,4.71,46.0,3.55,60.0,0.57,27.0,60.0,0.3,6,5,0,0,70.0,170.0,nan,Orthodox,596073600.0,2.47,59.0,2.57,50.0,3.5,41.0,81.0,0.0,11,5,0,0,W
Donald Cerrone,Jeremy Stephens,1337040000.0,73.0,155.0,73.0,Orthodox,417744000.0,4.41,46.0,4.48,53.0,1.16,33.0,73.0,1.2,36,17,0,2,69.0,145.0,71.0,Orthodox,517363200.0,3.17,40.0,3.05,58.0,1.16,38.0,65.0,0.4,28,19,0,1,W
Yves Jabouin,Jeff Hougland,1337040000.0,67.0,135.0,68.0,Orthodox,296870400.0,3.06,41.0,2.93,62.0,1.94,60.0,82.0,0.1,20,11,0,0,67.0,135.0,68.0,Orthodox,270864000.0,1.86,48.0,3.46,47.0,0.86,18.0,0.0,1.1,10,6,0,0,W
Igor Pokrajac,Fabio Maldonado,1337040000.0,72.0,205.0,74.0,Orthodox,284083200.0,2.25,45.0,4.26,40.0,0.87,29.0,51.0,0.2,28,13,0,1,73.0,205.0,75.0,Orthodox,322099200.0,5.29,58.0,4.31,53.0,0.44,57.0,61.0,0.6,23,11,0,0,W
Jason MacDonald,Tom Lawlor,1337040000.0,75.0,185.0,80.0,Orthodox,170985600.0,1.55,52.0,2.7,46.0,1.43,16.0,35.0,2.0,25,16,0,0,72.0,205.0,74.0,Southpaw,421804800.0,2.5,42.0,2.41,60.0,2.46,32.0,57.0,1.4,10,6,0,1,L
Brad Tavares,Dongi Yang,1337040000.0,73.0,185.0,74.0,Orthodox,567043200.0,3.43,43.0,3.31,55.0,0.74,26.0,80.0,0.0,20,11,0,0,70.0,185.0,73.0,Southpaw,471225600.0,3.55,51.0,3.21,63.0,1.7,41.0,61.0,0.5,13,3,0,0,W
Cody McKenzie,Marcus LeVesseur,1337040000.0,72.0,155.0,72.0,Switch,566611200.0,1.74,34.0,2.5,67.0,2.5,25.0,14.0,2.5,16,10,0,0,69.0,155.0,70.0,Southpaw,395712000.0,2.55,64.0,3.7,37.0,3.89,36.0,83.0,0.6,22,7,0,0,W
TJ Grant,Carlo Prater,1337040000.0,70.0,155.0,72.0,Orthodox,446601600.0,3.95,54.0,3.21,56.0,1.63,43.0,36.0,0.6,21,5,0,0,71.0,155.0,72.0,Switch,362275200.0,2.03,47.0,4.07,35.0,0.43,9.0,57.0,1.7,31,18,1,0,W
Rafael Dos Anjos,Kamal Shalorus,1337040000.0,68.0,170.0,70.0,Southpaw,467596800.0,3.48,47.0,3.23,60.0,1.95,35.0,54.0,0.6,32,17,0,0,68.0,155.0,68.0,Orthodox,83721600.0,3.06,32.0,2.99,70.0,2.07,50.0,80.0,0.0,9,5,2,0,W
Jeff Curran,Johnny Eduardo,1337040000.0,66.0,135.0,69.0,Orthodox,242006400.0,1.54,31.0,2.48,60.0,0.35,12.0,35.0,1.2,36,18,1,0,67.0,135.0,71.0,Orthodox,270950400.0,2.95,39.0,3.22,63.0,0.22,20.0,58.0,0.4,28,13,0,0,L
Alex Soto,Francisco Rivera,1337040000.0,68.0,135.0,nan,Southpaw,445651200.0,2.95,25.0,5.02,59.0,2.82,30.0,0.0,0.0,8,3,1,0,68.0,135.0,70.0,Orthodox,371347200.0,4.07,41.0,3.16,68.0,1.01,63.0,68.0,0.6,11,7,0,1,L
Chan Sung Jung,Dustin Poirier,1337040000.0,67.0,145.0,72.0,Orthodox,542937600.0,3.93,41.0,4.52,52.0,0.7,44.0,72.0,0.6,17,8,0,0,69.0,155.0,72.0,Southpaw,601171200.0,5.3,50.0,4.33,52.0,1.24,36.0,64.0,1.3,30,9,0,1,W
Nate Diaz,Jim Miller,1336176000.0,72.0,170.0,76.0,Southpaw,482457600.0,4.57,45.0,3.77,52.0,1.05,30.0,41.0,1.3,22,13,0,0,68.0,155.0,71.0,Southpaw,431049600.0,2.99,42.0,3.51,56.0,1.52,44.0,49.0,1.7,38,18,0,1,W
Josh Koscheck,Johny Hendricks,1336176000.0,70.0,170.0,73.0,Orthodox,249696000.0,1.79,36.0,2.27,63.0,2.46,48.0,64.0,0.4,17,11,0,0,69.0,185.0,69.0,Southpaw,432172800.0,3.49,45.0,3.99,53.0,3.83,46.0,63.0,0.3,18,8,0,0,L
Rousimar Palhares,Alan Belcher,1336176000.0,68.0,170.0,71.0,Orthodox,320371200.0,1.75,51.0,2.04,59.0,3.93,45.0,0.0,4.1,19,8,0,0,74.0,185.0,75.0,Orthodox,451612800.0,2.7,41.0,3.1,59.0,0.44,26.0,55.0,0.9,18,8,0,0,L
Pat Barry,Lavar Johnson,1336176000.0,71.0,235.0,74.0,Orthodox,300153600.0,2.72,52.0,3.54,59.0,0.0,0.0,76.0,0.2,8,7,0,0,76.0,240.0,82.0,Orthodox,234835200.0,5.39,55.0,2.54,55.0,0.61,66.0,54.0,0.6,18,10,0,0,L
Tony Ferguson,Michael Johnson,1336176000.0,71.0,170.0,76.0,Orthodox,445392000.0,4.91,45.0,4.37,55.0,0.39,35.0,66.0,0.9,26,11,0,0,70.0,155.0,73.0,Southpaw,518227200.0,4.23,39.0,3.8,58.0,0.61,40.0,81.0,0.0,24,19,0,0,L
John Dodson,Tim Elliott,1336176000.0,63.0,135.0,66.0,Orthodox,465004800.0,3.2,40.0,3.58,61.0,0.71,28.0,82.0,0.0,22,12,0,0,67.0,125.0,66.0,Southpaw,535766400.0,3.39,44.0,2.66,56.0,3.73,47.0,59.0,1.0,21,13,1,0,W
John Hathaway,Pascal Krauss,1336176000.0,73.0,170.0,75.0,Orthodox,553996800.0,3.4,40.0,1.8,62.0,2.61,43.0,60.0,0.9,17,2,0,0,73.0,170.0,nan,Orthodox,545788800.0,5.45,47.0,3.88,59.0,1.53,50.0,60.0,0.9,11,2,0,0,W
Louis Gaudinot,John Lineker,1336176000.0,63.0,125.0,63.0,Orthodox,462499200.0,2.34,37.0,6.42,48.0,0.57,40.0,31.0,1.1,8,4,0,1,63.0,135.0,67.0,Orthodox,645148800.0,5.36,40.0,4.27,56.0,0.56,58.0,67.0,0.6,31,9,0,0,W
Danny Castillo,John Cholish,1336176000.0,69.0,155.0,71.0,Orthodox,304387200.0,2.57,42.0,1.96,62.0,2.95,38.0,63.0,0.2,17,10,0,0,71.0,155.0,74.0,Orthodox,440467200.0,2.65,49.0,2.29,73.0,1.82,31.0,78.0,0.4,8,3,0,0,W
Dennis Bermudez,Pablo Garza,1336176000.0,66.0,155.0,66.0,Orthodox,534816000.0,4.42,46.0,3.07,59.0,3.89,40.0,82.0,1.1,17,9,0,0,73.0,145.0,73.0,Orthodox,432518400.0,3.37,44.0,2.7,50.0,0.94,25.0,15.0,1.3,12,4,0,0,W
Roland Delorme,Nick Denis,1336176000.0,69.0,135.0,71.0,Orthodox,440553600.0,2.28,44.0,4.32,40.0,2.51,34.0,42.0,1.6,9,5,0,1,67.0,135.0,nan,Orthodox,434678400.0,6.54,53.0,5.42,36.0,2.8,100.0,80.0,0.0,11,3,0,0,W
Mike Massenzio,Karlos Vemola,1336176000.0,74.0,185.0,73.0,Southpaw,404956800.0,2.08,45.0,3.59,54.0,2.74,24.0,50.0,1.4,13,9,0,0,72.0,185.0,75.0,Orthodox,489196800.0,1.67,44.0,2.13,37.0,1.93,25.0,31.0,1.7,17,5,0,0,L
Jon Jones,Rashad Evans,1334966400.0,76.0,248.0,84.0,Orthodox,553651200.0,4.38,58.0,2.24,64.0,1.89,45.0,95.0,0.5,28,1,0,1,72.0,205.0,75.0,Orthodox,307065600.0,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,19,8,1,0,W
Rory MacDonald,Che Mills,1334966400.0,72.0,170.0,76.0,Orthodox,617068800.0,3.75,42.0,2.8,62.0,1.77,47.0,88.0,0.4,19,4,0,0,73.0,170.0,76.0,Orthodox,402105600.0,2.08,52.0,2.87,43.0,1.18,66.0,58.0,0.0,16,10,0,3,W
Brendan Schaub,Ben Rothwell,1334966400.0,76.0,245.0,78.0,Orthodox,416793600.0,2.92,37.0,2.22,57.0,2.32,46.0,72.0,0.4,10,5,0,0,76.0,265.0,78.0,Orthodox,372124800.0,3.71,42.0,4.63,47.0,0.68,34.0,70.0,0.4,39,14,0,0,L
Miguel Torres,Michael McDonald,1334966400.0,69.0,135.0,76.0,Orthodox,348624000.0,3.98,43.0,1.86,74.0,0.0,0.0,17.0,1.6,44,9,0,0,71.0,205.0,nan,Orthodox,-154656000.0,0.0,0.0,0.4,50.0,0.0,0.0,0.0,0.0,1,1,0,0,L
Mark Hominick,Eddie Yagin,1334966400.0,68.0,145.0,68.0,Orthodox,396144000.0,4.08,42.0,4.18,69.0,0.25,66.0,71.0,0.9,20,12,0,0,67.0,145.0,nan,Orthodox,290995200.0,3.13,30.0,5.77,42.0,0.0,0.0,62.0,1.0,16,7,1,0,L
Mark Bocek,John Alessio,1334966400.0,68.0,155.0,75.0,Orthodox,372729600.0,2.34,43.0,2.32,60.0,3.65,36.0,31.0,1.3,12,5,0,0,70.0,155.0,72.0,Orthodox,299980800.0,2.1,39.0,2.91,54.0,1.85,38.0,70.0,1.2,35,17,0,2,W
Travis Browne,Chad Griggs,1334966400.0,78.0,255.0,79.0,Orthodox,395712000.0,2.93,41.0,4.31,42.0,1.21,68.0,75.0,0.2,18,7,1,0,73.0,205.0,73.0,Orthodox,264038400.0,2.67,50.0,2.22,46.0,1.51,66.0,41.0,0.0,11,3,0,0,W
Matt Brown,Stephen Thompson,1334966400.0,72.0,170.0,75.0,Orthodox,347932800.0,3.76,55.0,2.92,55.0,1.68,46.0,63.0,1.3,26,19,0,0,72.0,170.0,75.0,Orthodox,413769600.0,4.11,46.0,3.02,55.0,0.25,41.0,63.0,0.0,17,8,1,0,W
John Makdessi,Anthony Njokuani,1334966400.0,68.0,155.0,68.0,Orthodox,483926400.0,5.52,49.0,4.15,68.0,0.0,0.0,86.0,0.0,18,9,0,0,73.0,155.0,75.0,Orthodox,320716800.0,3.94,46.0,2.41,65.0,0.5,45.0,53.0,0.2,16,12,0,1,L
Mac Danzig,Efrain Escudero,1334966400.0,68.0,155.0,70.0,Orthodox,315619200.0,3.39,48.0,3.44,57.0,1.2,37.0,46.0,0.6,21,12,1,0,69.0,155.0,71.0,Orthodox,506131200.0,2.92,44.0,2.3,63.0,1.31,40.0,66.0,0.8,28,12,0,0,W
Keith Wisniewski,Chris Clements,1334966400.0,72.0,170.0,nan,Orthodox,372816000.0,2.32,52.0,4.86,42.0,1.57,40.0,78.0,0.3,28,15,1,0,70.0,170.0,70.0,Orthodox,192672000.0,3.2,49.0,2.37,44.0,0.0,0.0,32.0,0.3,12,6,0,1,L
Marcus Brimage,Maximo Blanco,1334966400.0,64.0,135.0,71.0,Southpaw,481593600.0,3.97,35.0,3.64,56.0,0.56,100.0,80.0,0.0,7,7,0,0,68.0,145.0,71.0,Orthodox,435110400.0,4.11,44.0,3.19,66.0,1.85,36.0,63.0,0.3,12,8,1,1,W
Alexander Gustafsson,Thiago Silva,1334361600.0,77.0,205.0,79.0,Orthodox,537667200.0,4.03,40.0,3.53,51.0,1.53,39.0,83.0,0.4,18,8,0,0,74.0,205.0,74.0,Orthodox,405907200.0,3.92,50.0,2.55,67.0,1.03,47.0,70.0,0.7,19,6,0,2,W
Brian Stann,Alessio Sakara,1334361600.0,73.0,205.0,74.0,Orthodox,338601600.0,3.28,42.0,2.65,59.0,0.12,12.0,60.0,0.3,12,6,0,0,72.0,185.0,72.0,Orthodox,368236800.0,3.96,47.0,2.8,59.0,2.18,78.0,62.0,0.0,19,11,0,2,W
Paulo Thiago,Siyar Bahadurzada,1334361600.0,71.0,170.0,74.0,Orthodox,349228800.0,1.71,39.0,1.99,63.0,1.42,31.0,63.0,1.2,18,9,0,0,71.0,170.0,73.0,Orthodox,451008000.0,2.91,40.0,3.23,49.0,1.32,61.0,62.0,0.3,24,8,1,0,L
